company,brand,homepage,calling_plan,mobile_carrier,category,data_speed,data_category,data_unit,call,call_unit,unlimited_free,message,message_unit,data1,data2,pay,promo_pay,saled_pay1,saled_pay2,saled_pay3,sales_pay1,condition1,sales_pay2,condition2,sales_pay3,condition3,etc1,etc2,etc3,activation
SK텔링크,세븐모바일,https://www.sk7mobile.com/,LTE 공부 LEVEL2,SKT,usim,LTE,0,월,90,분,N,1800,건,0,,28600,28600,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,LTE 온라인 데이터 S4,SKT,usim,LTE,3000,월,80,분,N,0,건,3000,,25300,25300,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,데이터중심300MB_LTE,SKT,usim,LTE,300,월,999999,분,N,999999,건,300,,31790,31790,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,LTE 온라인 음성 S6,SKT,usim,LTE,1000,월,240,분,N,50,건,1000,,26400,26400,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,골프존 3GB,SKT,usim,LTE,3000,월,200,분,N,100,건,3000,,33000,33000,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,LTE온라인2GB,SKT,usim,LTE,2000,월,80,분,N,50,건,2000,,22000,22000,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,LTE 온라인 데이터 S5,SKT,usim,LTE,4000,월,100,분,N,0,건,4000,,28600,28600,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,데이터중심1.2GB_LTE,SKT,usim,LTE,1200,월,999999,분,N,999999,건,1200,,36300,36300,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,LTE 온라인 데이터 S6,SKT,usim,LTE,5000,월,100,분,N,0,건,5000,,31900,31900,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,NEW 청소년LTE34,SKT,usim,LTE,1000,월,0,분,N,0,건,1000,"기본 제공 혜택 37,400원(데이터/음성/문자)",29700,29700,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,LTE온라인3GB,SKT,usim,LTE,3000,월,120,분,N,50,건,3000,,27500,27500,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,골프존 5GB,SKT,usim,LTE,5000,월,200,분,N,100,건,5000,,39600,39600,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,데이터중심2.2GB_LTE,SKT,usim,LTE,2200,월,999999,분,N,999999,건,2200,,42900,42900,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,LTE온라인4.5GB,SKT,usim,LTE,4500,월,150,분,N,50,건,4500,,33000,33000,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,wavve 5GB,SKT,usim,LTE,5000,월,100,분,N,100,건,5000,,35200,35200,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,데이터중심3.5GB_LTE,SKT,usim,LTE,3500,월,999999,분,N,999999,건,3500,,48400,48400,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,LTE온라인6GB,SKT,usim,LTE,6000,월,150,분,N,50,건,6000,,38500,38500,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,데이터중심6.5GB_LTE,SKT,usim,LTE,6500,월,999999,분,N,999999,건,6500,,52800,52800,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,데이터중심11GB_LTE,SKT,usim,LTE,11000,월,999999,분,N,999999,건,11000,,62700,62700,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
SK텔링크,세븐모바일,https://www.sk7mobile.com/,wavve 무제한,SKT,usim,LTE,11000,월,999999,분,N,999999,건,11000,,57200,57200,0,0,0,-12000,300000,-17000,700000,0,0,,,,Y
KB국민은행,Liiv M,https://www.liivm.com/,데이터 11GB+,LGU+,usim,LTE,11000,월,999999,분,N,999999,건,11000,일 2GB 추가제공 (소진 시 3Mbps로 계속 사용),44000,22000,0,0,0,-10000,500000,-15000,1000000,0,0,,,,Y
KB국민은행,Liiv M,https://www.liivm.com/,데이터 9G,LGU+,usim,LTE,9000,월,999999,분,N,999999,건,9000,,42900,20900,0,0,0,-10000,500000,-15000,1000000,0,0,,,,Y
KB국민은행,Liiv M,https://www.liivm.com/,데이터 8G,LGU+,usim,LTE,8000,월,999999,분,N,999999,건,8000,,40700,18700,0,0,0,-10000,500000,-15000,1000000,0,0,,,,Y
KB국민은행,Liiv M,https://www.liivm.com/,데이터 7G,LGU+,usim,LTE,7000,월,999999,분,N,999999,건,7000,,38500,16500,0,0,0,-10000,500000,-15000,1000000,0,0,,,,Y
KB국민은행,Liiv M,https://www.liivm.com/,데이터 6G,LGU+,usim,LTE,6000,월,999999,분,N,999999,건,6000,,36300,14300,0,0,0,-10000,500000,-15000,1000000,0,0,,,,Y
KB국민은행,Liiv M,https://www.liivm.com/,데이터 5G,LGU+,usim,LTE,5000,월,999999,분,N,999999,건,5000,,34100,12100,0,0,0,-10000,500000,-15000,1000000,0,0,,,,Y
KB국민은행,Liiv M,https://www.liivm.com/,데이터 4G,LGU+,usim,LTE,4000,월,999999,분,N,999999,건,4000,,31900,9900,0,0,0,-10000,500000,-15000,1000000,0,0,,,,Y
KB국민은행,Liiv M,https://www.liivm.com/,데이터 3G,LGU+,usim,LTE,3000,월,999999,분,N,999999,건,3000,,30800,8800,0,0,0,-10000,500000,-15000,1000000,0,0,,,,Y
KB국민은행,Liiv M,https://www.liivm.com/,데이터 2G,LGU+,usim,LTE,2000,월,999999,분,N,999999,건,2000,,29700,7700,0,0,0,-10000,500000,-15000,1000000,0,0,,,,Y
KB국민은행,Liiv M,https://www.liivm.com/,데이터 1G,LGU+,usim,LTE,1000,월,999999,분,N,999999,건,1000,,28600,6600,0,0,0,-10000,500000,-15000,1000000,0,0,,,,Y
KB국민은행,Liiv M,https://www.liivm.com/,Special 180GB+,LGU+,usim,5G,1800000,월,999999,분,N,999999,건,1800000,소진 시 10Mbps로 계속 사용,66000,44000,0,0,0,-10000,500000,-15000,1000000,0,0,,,,Y
KB국민은행,Liiv M,https://www.liivm.com/,Lite 9GB+,LGU+,usim,5G,90000,월,999999,분,N,999999,건,90000,소진 시 1Mbps로 계속 사용,44000,22000,0,0,0,-10000,500000,-15000,1000000,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM 0.9,KT,usim,LTE,700,월,30,분,N,0,건,700,,9790,2090,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM 1.0,KT,usim,LTE,1200,월,40,분,N,0,건,1200,,10890,3190,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM 1.7,KT,usim,LTE,1000,월,100,분,N,100,건,1000,,17490,5390,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM 1.9,KT,usim,LTE,1500,월,200,분,N,200,건,1500,,19800,7700,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 맘껏 2.5G,KT,usim,LTE,2500,월,999999,분,N,999999,건,2500,,43500,13800,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 맘껏 4.5G,KT,usim,LTE,4500,월,999999,분,N,999999,건,4500,,47500,16700,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 보편 요금제,KT,usim,LTE,1000,월,200,분,N,999999,건,1000,,19900,13300,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM 10GB,KT,usim,LTE,10000,월,100,분,N,100,건,10000,,27500,19800,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,데이터 맘껏 ON 비디오,KT,usim,LTE,100000,월,999999,분,N,999999,건,100000,소진 시 5Mbps로 계속 사용,66000,39700,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,LTE 실용 15GB+,KT,usim,LTE,15000,월,100,분,N,100,건,15000,소진 시 3Mbps로 계속 사용,47300,25300,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,M 데이터선택 USIM 10GB,KT,usim,LTE,10000,월,999999,분,N,999999,건,10000,일 2GB 추가제공 (소진 시 3Mbps로 계속 사용),49280,32980,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,5G Slim M,KT,usim,5G,8000,월,999999,분,N,999999,건,8000,소진 시 1Mbps로 계속 사용,55000,45100,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,5G Special M,KT,usim,5G,200000,월,999999,분,N,999999,건,200000,소진 시 10Mbps로 계속 사용,77000,62700,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM S 2.4,KT,usim,LTE,2400,월,50,분,N,0,건,2400,,15400,9900,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM S 3.5,KT,usim,LTE,3500,월,50,분,N,0,건,3500,,20900,15400,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM S 5.0,KT,usim,LTE,5000,월,50,분,N,0,건,5000,,27500,22000,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM M 2.4,KT,usim,LTE,2400,월,100,분,N,0,건,2400,,17600,12100,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM M 3.5,KT,usim,LTE,3500,월,100,분,N,0,건,3500,,22000,16500,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM M 5.0,KT,usim,LTE,5000,월,100,분,N,0,건,5000,,28600,23100,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM L 2.4,KT,usim,LTE,2400,월,150,분,N,0,건,2400,,19800,14300,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM L 3.5,KT,usim,LTE,3500,월,150,분,N,0,건,3500,,24200,18700,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM L 5.0,KT,usim,LTE,5000,월,150,분,N,0,건,5000,,29700,24200,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM E 2.4,KT,usim,LTE,2400,월,200,분,N,0,건,2400,,22000,16500,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM E 3.5,KT,usim,LTE,3500,월,200,분,N,0,건,3500,,26400,20900,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,실용 USIM E 5.0,KT,usim,LTE,5000,월,200,분,N,0,건,5000,,30800,25300,0,0,0,0,0,0,0,0,0,,,,Y
kt M모바일,kt M모바일,https://www.ktmmobile.com/main.do,데이터 년2GB,KT,tablet,LTE,20000,년,0,분,N,0,건,20000,1년 사용,27500,27500,0,0,0,0,0,0,0,0,0,,,,Y
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y
